,Domain,Phylum,Class,Order,Family,Genus,Species,Species_ANI,mOTU,16S,Community (%),Bin_Size (Mbp),Completeness (%),Contamination (%),Strain_Heterogeneity (%),Watermass
61_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002694855,195_2,NA,Y,0.690183696,2.914796,81.48,1.98,23.53,Deep
23_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,,202_1,NA,Y,0.845560173,4.71982,91.54,6.48,11.54,Deep
34_bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,,202_1,NA,Y,0.601270628,2.796894,73,3.72,25,Deep
43_bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,,202_1,NA,N,0.597580762,2.552131,54.91,3.59,23.08,Deep
35_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-40,,,106_0,NA,N,0.284328702,1.27966,51.74,3.35,16.67,Neritic
38_bin.52,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,N,4.930813566,0.776807,58.6,0,0,Front
39_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,N,4.562657559,0.840931,66.61,1.2,100,SAW
40_bin.47,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,Y,4.717327407,0.804607,57.74,2.01,0,SAW
42_bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,Y,4.875438693,0.821588,60.24,0,0,SAW
53_bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,N,4.26885322,0.786842,55.42,1.31,100,SAW
54_bin.14,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,N,2.234454914,0.854261,56.02,8.72,0,SAW
7_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,Y,6.466675132,0.832017,57.94,0,0,STW
8_bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,,,138_1,NA,N,12.12591062,0.655079,53.23,0,0,SAW
27_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,143_1,NA,N,3.86129876,1.156763,64.75,2.3,0,SAW
28_bin.30,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,143_1,NA,N,4.730275941,1.141093,53.78,4.63,5.88,SAW
29_bin.34,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,143_1,NA,N,4.502011145,1.345697,80.84,8.54,13.79,SAW
30_bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,143_1,NA,N,3.895973276,1.30115,71.65,8.43,24.14,SAW
40_bin.41,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,144_1,NA,Y,3.129015538,1.208147,68.2,9,2.78,SAW
67_bin.37,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,144_1,NA,N,4.111536278,0.978418,56.12,2.04,22.22,STW
51_bin.53,Bacteria,Proteobacteria,Alphaproteobacteria,MC1,,,,145_0,NA,Y,2.035742508,1.121878,100,0,0,Deep
23_bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,3.193733638,1.39498,69.08,0.76,66.67,Deep
3_bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,N,2.772343248,1.681695,69.85,1.96,44.44,Deep
34_bin.15,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,3.525338246,1.459049,71.98,0.74,0,Deep
43_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,N,2.536973793,1.445074,71.95,0.74,33.33,Deep
47_bin.20,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,1.7131149,1.421558,67.65,0.49,0,Deep
51_bin.23,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,1.96883658,1.507841,72.79,0.37,0,Deep
61_bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,N,0.863723261,1.32764,58.6,1.27,57.14,Deep
65_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,2.796072538,1.42013,86.21,8.78,5.88,STW
80_bin.46,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,Y,1.839221072,1.471186,89.66,6.9,0,Deep
82_bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,148_1,NA,N,1.610659924,1.532723,87.07,4.7,2.78,SAW
68_bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,150_1,NA,Y,2.415266965,1.431846,62.34,6.76,3.12,SAW
24_bin.39,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,151_1,NA,N,1.68241274,0.958837,51.06,7.75,31.58,STW
35_bin.26,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,,,151_2,NA,N,0.970392468,1.136504,51.19,0.56,0,Neritic
67_bin.12,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,,,152_1,NA,Y,4.630948912,1.196862,60.83,7.11,0,STW
77_bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,Bin95,Bin95,,,162_0,NA,N,0.485224651,2.02164,53.23,0.87,0,SAW
23_bin.57,Bacteria,Proteobacteria,Alphaproteobacteria,UBA828,UBA828,,,166_0,NA,N,0.493551439,1.136336,51.72,0,0,Deep
60_bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,,177_1,NA,Y,1.342927506,3.090327,92.5,3.4,7.69,SAW
77_bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,,177_1,NA,Y,0.941100702,2.918991,88.12,3.02,0,SAW
79_bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,,177_1,NA,Y,0.941135853,3.023051,90.71,2.78,0,SAW
20_bin.38,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,,,54_1,NA,N,1.682603813,1.10862,56.58,1.22,50,Deep
61_bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,,,54_1,NA,Y,2.281520498,1.359499,61.73,2.17,50,Deep
64_bin.18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,,,54_1,NA,N,1.633112992,1.377125,51.83,4.13,11.76,Deep
38_bin.14,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,,,58_1,NA,N,0.501794677,0.925224,66.38,6.9,0,Front
15_bin.1,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,2.388116963,2.047711,76.6,0.52,100,Front
16_bin.11,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,1.631044754,1.986739,73.38,1.73,66.67,SAW
17_bin.28,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,1.475459145,2.444523,90.58,0.05,100,SAW
19_bin.29,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,1.773700955,1.936618,66.55,1.89,66.67,SAW
20_bin.2,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,5.145471131,1.88536,77.34,0,0,Deep
23_bin.25,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,3.28452644,1.657912,52.45,0.05,0,Deep
34_bin.25,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,3.416142708,1.845203,57.96,3.78,100,Deep
43_bin.31,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,3.265033769,1.732978,55.18,3.65,100,Deep
47_bin.5,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,4.744015122,1.267502,53.01,0,0,Deep
5_bin.21,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,0.943170339,1.722772,70.2,1.73,33.33,SAW
51_bin.1,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335,52_1,NA,N,4.686376986,1.737617,74.39,1.03,80,Deep
60_bin.39,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,Y,0.733340375,2.147806,85.68,2.52,33.33,SAW
61_bin.32,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,7.984616584,1.123863,61.56,0,0,Deep
62_bin.5,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,N,1.155621152,1.18093,56.86,0.84,100,STW
64_bin.14,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,5.366979711,1.973571,82.67,0.84,100,Deep
69_bin.9,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,4.961028961,1.937468,76.42,0.84,100,Deep
72_bin.8,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,Y,4.326949495,1.906498,81.86,0,0,Deep
79_bin.27,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,,52_1,NA,Y,1.111269465,2.54752,92.24,0,0,SAW
80_bin.31,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305,52_1,NA,N,4.338265165,1.623068,59.13,1.1,0,Deep
83_bin.26,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335,52_1,NA,N,3.28213862,2.226413,77.26,0.84,0,Deep
9_bin.42,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335,52_1,NA,N,4.136768555,2.106413,84.35,0,0,Deep
9_bin.17,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA8110,UBA8110 sp002707655,76_0,NA,N,0.604081852,1.648905,62.39,0,0,Deep
9_bin.8,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,114_0,1,N,0.547369075,0.754409,57.83,0.8,100,Deep
44_bin.21,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,26_1,2,N,1.45948261,1.221781,78,4.4,0,STW
65_bin.25,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,26_1,2,N,0.797370712,0.860572,56.63,2.4,33.33,STW
76_bin.20,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,26_1,2,N,1.257279901,1.096413,62.8,4.18,7.69,STW
78_bin.10,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,26_1,2,Y,3.074339717,1.231396,86.8,2.4,0,STW
79_bin.22,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,,26_2,3,Y,1.102500245,0.924838,70.8,0.8,100,SAW
77_bin.4,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,,36_1,9,Y,0.675108771,1.670004,76.9,2.8,100,SAW
79_bin.66,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,,36_1,9,N,0.977256703,1.48652,70.48,3.6,12.5,SAW
48_bin.32,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_1,4,N,0.730012605,1.882602,86.13,0.06,100,STW
52_bin.25,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_1,4,Y,0.753219813,1.879933,86.53,2,66.67,STW
30_bin.32,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_2,5,Y,0.475853277,1.367328,61.46,0.8,0,SAW
50_bin.16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_2,5,Y,1.430222113,1.663598,73.61,0,0,SAW
57_bin.5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_2,5,Y,4.544716036,1.867162,86.13,0.8,100,Front
82_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,32_2,5,Y,0.755680896,1.405326,63.66,0.86,50,SAW
60_bin.54,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,37_1,10,Y,0.87348306,1.904565,79.33,1.2,50,SAW
66_bin.6,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,37_1,10,N,1.406540704,1.517511,65.6,0.4,0,SAW
74_bin.7,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,37_1,10,N,1.958368847,1.883412,77.07,2.4,66.67,SAW
77_bin.32,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,37_1,10,Y,0.527849135,1.126935,56.29,1.02,0,SAW
26_bin.9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,37_2,11,N,0.870068841,1.647628,74.03,4.96,33.33,Front
24_bin.28,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,38_0,12,N,1.342584907,1.967675,82.4,5.6,9.09,STW
12_bin.9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,39_1,13,Y,1.231650884,1.924726,84,0,0,Neritic
24_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,39_1,13,Y,1.169223365,1.828194,80.34,0,0,STW
29_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u,40_1,14,N,1.524591382,1.800527,78.85,0,0,SAW
30_bin.7,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u,40_1,14,N,1.461334498,1.855928,76.87,0,0,SAW
11_bin.20,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,1.52057844,1.408574,59.69,0,0,SAW
25_bin.22,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,Y,2.489208611,1.870979,81.21,0,0,STW
26_bin.24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,Y,2.610785895,1.96363,84,0,0,Front
27_bin.7,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,1.285875005,1.789632,77.56,0.8,100,SAW
28_bin.18,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,Y,1.823552891,1.831139,84,0,0,SAW
29_bin.37,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,6.006467904,1.863663,81.33,0,0,SAW
30_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,5.695542074,1.16145,53.9,0,0,SAW
33_bin.1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,0.766433837,1.414485,62.92,1.64,33.33,SAW
49_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,6.847680301,1.868389,76.89,0.06,100,Front
58_bin.15,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,2.178579132,1.950325,84,0,0,SAW
74_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,Y,2.552516841,1.88321,83.2,0,0,SAW
77_bin.35,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,0.779319302,1.799181,78.4,0.29,100,SAW
82_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,,41_1,15,N,0.682313894,1.300855,52.22,0.8,0,SAW
29_bin.41,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,,35_1,8,Y,1.785023373,1.387457,61.6,0,0,SAW
30_bin.8,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,,35_1,8,N,1.917580973,1.877169,85.67,0,0,SAW
20_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,3.886870689,1.443938,73.6,0,0,Deep
23_bin.22,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,3.832652084,1.286504,68.4,0.4,100,Deep
34_bin.49,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,5.160640628,1.382552,73.2,0,0,Deep
43_bin.30,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,N,4.64585158,1.387514,69.2,0,0,Deep
47_bin.16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,N,4.630640099,1.270513,70,0,0,Deep
51_bin.16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,7.880462005,1.489053,82.4,0,0,Deep
61_bin.5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,2.208762498,1.502297,84.8,0.4,100,Deep
69_bin.11,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,5.109301786,1.372277,70.8,0.04,0,Deep
80_bin.37,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,3.829991638,1.512306,85.6,0,0,Deep
83_bin.33,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,2.638197403,1.384134,70,0,0,Deep
9_bin.1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u,18_1,17,Y,5.260626693,1.310012,66,0,0,Deep
1_bin.33,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,Y,2.269745732,1.43605,76.4,1.09,33.33,STW
13_bin.5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,Y,6.653745831,1.365148,75.6,0.16,0,STW
14_bin.8,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,Y,7.971948341,1.330767,75.14,1.72,75,STW
4_bin.8,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,Y,11.08324709,1.52215,83.2,0,0,STW
44_bin.27,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,Y,3.22457021,0.995647,50.67,0,0,STW
59_bin.3,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,N,5.600541145,1.088189,68.15,0.32,50,STW
62_bin.21,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,N,3.654677576,1.268534,66.8,0,0,STW
65_bin.23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,N,0.58297321,0.985271,63.02,0.8,0,STW
76_bin.44,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895,18_2,18,N,1.449513257,1.431916,80.4,1.6,50,STW
24_bin.3,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985,28_1,28,N,2.867984631,0.959168,58.01,0,0,STW
81_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985,28_1,28,N,9.197988038,1.250094,72.13,1.07,50,STW
2_bin.54,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_1,29,N,0.799878963,1.206719,67.41,0,0,SAW
5_bin.25,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_1,29,N,1.129332864,1.225421,62.04,1.11,0,SAW
77_bin.41,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_1,29,N,2.070113377,1.418711,79.47,0,0,SAW
13_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,5.985710491,1.206865,66.55,2.46,50,STW
14_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,12.01465745,1.424869,80.84,8,100,STW
15_bin.9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,11.55166085,1.454317,85.33,0,0,Front
16_bin.14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,9.894710586,1.40618,80.53,0,0,SAW
17_bin.17,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,7.526098189,1.116478,63.73,0,0,SAW
18_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,6.579438707,1.466931,85.33,0,0,SAW
19_bin.18,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,11.52401455,1.46163,83.67,0,0,SAW
2_bin.33,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,4.092656071,1.459874,82,0,0,SAW
22_bin.11,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,1.399492944,1.173115,67.87,0,0,SAW
23_bin.10,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,2.780532695,1.377033,82.4,0.13,100,Deep
34_bin.34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,1.037251703,1.253236,68.53,0.8,100,Deep
4_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,5.281487447,1.379694,77.81,1.6,100,STW
45_bin.18,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,3.964106086,1.470859,82.93,0.86,100,Front
46_bin.52,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,2.87946505,1.447995,85.08,2,100,SAW
49_bin.4,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,7.54880687,1.03734,50.96,0.86,50,Front
5_bin.4,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,6.473198219,1.41966,80.74,0.8,100,SAW
50_bin.2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,2.533151392,1.43059,83.73,0.06,100,SAW
57_bin.7,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,4.26773825,1.483147,82.07,5.6,42.86,Front
58_bin.12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,3.010266314,1.487306,85.73,0,0,SAW
60_bin.10,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,8.366177451,1.435283,81.87,0.8,0,SAW
62_bin.36,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,5.871777881,1.42409,83.2,0.8,100,STW
65_bin.20,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,3.995611816,1.113941,61.16,0,0,STW
66_bin.29,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,Y,4.845370911,1.484847,86.13,0,0,SAW
67_bin.5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,,29_2,30,N,0.945574841,1.356316,75.69,0.8,0,STW
